"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs"
"626","164354",164354,"txn","","species","Kryoryctes cadburyi",NA,164354,"species","Kryoryctes cadburyi",164353,"",32246,"extinct",1
"627","471648",471648,"txn","","genus","Patagorhynchus",NA,471648,"genus","Patagorhynchus",39737,"NF20",84650,"extinct",2
"628","471649",471649,"txn","","species","Patagorhynchus pascuali",NA,471649,"species","Patagorhynchus pascuali",471648,"",84650,"extinct",1
"629","453231",453231,"txn","","genus","Stirtodon",NA,453231,"genus","Stirtodon",39737,"NF20",80457,"extinct",2
"630","453232",453232,"txn","","species","Stirtodon elizabethae",NA,453232,"species","Stirtodon elizabethae",453231,"",80457,"extinct",1
"631","185171",185171,"txn","","family","Henosferidae",NA,185171,"family","Henosferidae",89613,"",36099,"extinct",4
"632","89612",89612,"txn","","genus","Asfaltomylos",NA,89612,"genus","Asfaltomylos",185171,"",19226,"extinct",2
"633","208897",208897,"txn","","species","Asfaltomylos patagonicus",NA,208897,"species","Asfaltomylos patagonicus",89612,"",19226,"extinct",1
"634","185169",185169,"txn","","genus","Henosferus",NA,185169,"genus","Henosferus",185171,"",36099,"extinct",2
"635","185170",185170,"txn","","species","Henosferus molus",NA,185170,"species","Henosferus molus",185169,"",36099,"extinct",1
"636","NF21",NA,"txn","","family","",NA,NA,"","",NA,"89613",NA,"",7
"637","89614",89614,"txn","","genus","Ambondro",NA,89614,"genus","Ambondro",89613,"NF21",31041,"extinct",2
"638","156674",156674,"txn","","species","Ambondro mahabo",NA,156674,"species","Ambondro mahabo",89614,"",31041,"extinct",1
"639","89615",89615,"txn","","genus","Ausktribosphenos",NA,89615,"genus","Ausktribosphenos",89613,"NF21",25215,"extinct",2
"640","106453",106453,"txn","","species","Ausktribosphenos nyktos",NA,106453,"species","Ausktribosphenos nyktos",89615,"",25215,"extinct",1
"641","100594",100594,"txn","","genus","Bishops",NA,100594,"genus","Bishops",89613,"NF21",24342,"extinct",3
"642","100743",100743,"txn","","species","Bishops whitmorei",NA,100743,"species","Bishops whitmorei",100594,"",24342,"extinct",1
"643","57710",57710,"txn","","unranked clade","Cladotheria",NA,57710,"unranked clade","Cladotheria",36651,"",10470,"extant",2504
"644","57709",103882,"txn","","unranked clade","Dryolestoidea",NA,57709,"unranked clade","Dryolestoidea",57710,"",2237,"extinct",256
"645","212350",212350,"txn","","order","Dryolestida",NA,212350,"order","Dryolestida",57709,"",14365,"extinct",25
"646","397989",397989,"txn","","family","Casamiquelidae",NA,397989,"family","Casamiquelidae",212350,"",70619,"extinct",6
"647","397992",397992,"txn","","genus","Alamitherium",NA,397992,"genus","Alamitherium",397989,"",70619,"extinct",2
"648","397993",397993,"txn","","species","Alamitherium bishopi",NA,397993,"species","Alamitherium bishopi",397992,"",70619,"extinct",1
"649","207623",207623,"txn","","genus","Casamiquelia",NA,207623,"genus","Casamiquelia",397989,"",38756,"extinct",2
"650","207624",207624,"txn","","species","Casamiquelia rionegrina",NA,207624,"species","Casamiquelia rionegrina",207623,"",38756,"extinct",1
"651","397990",397990,"txn","","genus","Rougietherium",NA,397990,"genus","Rougietherium",397989,"",70619,"extinct",2
"652","397991",397991,"txn","","species","Rougietherium tricuspes",NA,397991,"species","Rougietherium tricuspes",397990,"",70619,"extinct",1
"653","212376",212376,"txn","","family","Donodontidae",NA,212376,"family","Donodontidae",212350,"",39256,"extinct",5
"654","212377",212377,"txn","","genus","Donodon",NA,212377,"genus","Donodon",212376,"",39256,"extinct",5
"655","212378",212378,"txn","","species","Donodon prescriptoris",NA,212378,"species","Donodon prescriptoris",212377,"",39256,"extinct",1
"656","NF22",NA,"txn","","family","",NA,NA,"","",NA,"212350",NA,"",13
"657","39892",39892,"txn","","genus","Crusafontia",NA,39892,"genus","Crusafontia",212350,"NF22",39392,"extinct",10
"658","242244",242244,"txn","","species","Crusafontia amoae",NA,242244,"species","Crusafontia amoae",39892,"",42349,"extinct",2
"659","206747",206747,"txn","","species","Crusafontia cuencana",NA,206747,"species","Crusafontia cuencana",39892,"",39392,"extinct",3
"660","397994",397994,"txn","","genus","Paraungulatum",NA,397994,"genus","Paraungulatum",212350,"NF22",70619,"extinct",3
"661","397995",397995,"txn","","species","Paraungulatum rectangularis",NA,397995,"species","Paraungulatum rectangularis",397994,"",70619,"extinct",1
"662","204732",204732,"txn","","order","Meridiolestida",NA,204732,"order","Meridiolestida",57709,"",38410,"extinct",39
"663","204735",204735,"txn","","unranked clade","Mesungulatoidea",NA,204735,"unranked clade","Mesungulatoidea",204732,"",38410,"extinct",26
"664","67614",67614,"txn","","family","Mesungulatidae",NA,67614,"family","Mesungulatidae",204735,"",9952,"extinct",18
"665","204741",204741,"txn","","genus","Coloniatherium",NA,204741,"genus","Coloniatherium",67614,"",38680,"extinct",6
"666","206767",206767,"txn","","species","Coloniatherium cilinskii",NA,206767,"species","Coloniatherium cilinskii",204741,"",38680,"extinct",3
"667","67611",67611,"txn","","genus","Mesungulatum",NA,67611,"genus","Mesungulatum",67614,"",14420,"extinct",8
"668","67612",67612,"txn","","species","Mesungulatum houssayi",NA,67612,"species","Mesungulatum houssayi",67611,"",14420,"extinct",1
"669","140932",140932,"txn","","species","Mesungulatum lamarquensis",NA,140932,"species","Mesungulatum lamarquensis",67611,"",29136,"extinct",2
"670","207629",207629,"txn","","species","Quirogatherium major",NA,207629,"species","Quirogatherium major",67611,"",38756,"extinct",1
"671","435399",435399,"txn","","genus","Orretherium",NA,435399,"genus","Orretherium",67614,"",76258,"extinct",2
"672","435400",435400,"txn","","species","Orretherium tzen",NA,435400,"species","Orretherium tzen",435399,"",76258,"extinct",1
"673","NF23",NA,"txn","","family","",NA,NA,"","",NA,"204735",NA,"",8
"674","56525",56525,"txn","","genus","Reigitherium",NA,56525,"genus","Reigitherium",204735,"NF23",38756,"extinct",8
"675","206772",207631,"txn","","species","Reigitherium bunodontum",NA,206772,"species","Reigitherium bunodontum",56525,"",38756,"extinct",4
"676","NF24",NA,"txn","","family","",NA,NA,"","",NA,"204732",NA,"",12
"677","67620",67620,"txn","","genus","Austrotriconodon",NA,67620,"genus","Austrotriconodon",204732,"NF24",9952,"extinct",4
"678","67621",67621,"txn","","species","Austrotriconodon mckennai",NA,67621,"species","Austrotriconodon mckennai",67620,"",9952,"extinct",1
"679","67622",67622,"txn","","species","Austrotriconodon sepulvedai",NA,67622,"species","Austrotriconodon sepulvedai",67620,"",14422,"extinct",1
"680","204733",204733,"txn","","genus","Cronopio",NA,204733,"genus","Cronopio",204732,"NF24",38410,"extinct",2
"681","204734",204734,"txn","","species","Cronopio dentiacutus",NA,204734,"species","Cronopio dentiacutus",204733,"",38410,"extinct",1
"682","204742",204742,"txn","","genus","Leonardus",NA,204742,"genus","Leonardus",204732,"NF24",38756,"extinct",2
"683","207630",207630,"txn","","species","Leonardus cuspidatus",NA,207630,"species","Leonardus cuspidatus",204742,"",38756,"extinct",1
"684","492002",492002,"txn","","genus","Solanutherium",NA,492002,"genus","Solanutherium",204732,"NF24",88556,"extinct",4
"685","492003",492003,"txn","","species","Solanutherium walshi",NA,492003,"species","Solanutherium walshi",492002,"",88556,"extinct",2
"686","39890",39890,"txn","","family","Dryolestidae",NA,39890,"family","Dryolestidae",57709,"",4783,"extinct",164
"687","39891",39891,"txn","","genus","Amblotherium",NA,39891,"genus","Amblotherium",39890,"",29873,"extinct",35
"688","57718",57718,"txn","","species","Amblotherium debilis",NA,57718,"species","Amblotherium debilis",39891,"",34778,"extinct",4
"689","57733",57734,"txn","","species","Amblotherium gracilis",NA,57733,"species","Amblotherium gracilis",39891,"",83602,"extinct",4
"690","432649",432649,"txn","","species","Amblotherium megistodon",NA,432649,"species","Amblotherium megistodon",39891,"",75375,"extinct",1
"691","207508",206740,"txn","","species","Amblotherium nanum",NA,207508,"species","Amblotherium nanum",39891,"",29873,"extinct",1
"692","207511",206741,"txn","","species","Amblotherium pusillum",NA,207511,"species","Amblotherium pusillum",39891,"",29873,"extinct",4
"693","57717",57717,"txn","","species","Amblotherium soricinum",NA,57717,"species","Amblotherium soricinum",39891,"",29873,"extinct",1
"694","299280",299280,"txn","","genus","Anthracolestes",NA,299280,"genus","Anthracolestes",39890,"",51915,"extinct",2
"695","299281",299281,"txn","","species","Anthracolestes sergeii",NA,299281,"species","Anthracolestes sergeii",299280,"",51915,"extinct",1
"696","454800",454800,"txn","","genus","Beckumia",NA,454800,"genus","Beckumia",39890,"",81404,"extinct",2
"697","454801",454801,"txn","","species","Beckumia sinemeckelia",NA,454801,"species","Beckumia sinemeckelia",454800,"",81404,"extinct",1
"698","57707",57707,"txn","","genus","Comotherium",NA,57707,"genus","Comotherium",39890,"",10663,"extinct",6
"699","57708",57708,"txn","","species","Comotherium richi",NA,57708,"species","Comotherium richi",57707,"",10663,"extinct",3
"700","39893",39893,"txn","","genus","Dryolestes",NA,39893,"genus","Dryolestes",39890,"",83598,"extinct",26
"701","212351",212351,"txn","","species","Dryolestes leirensis",NA,212351,"species","Dryolestes leirensis",39893,"",42344,"extinct",2
"702","57720",57720,"txn","","species","Dryolestes priscus",NA,57720,"species","Dryolestes priscus",39893,"",83598,"extinct",8
"703","57721",57721,"txn","","species","Dryolestes vorax",NA,57721,"species","Dryolestes vorax",39893,"",83601,"extinct",1
"704","39894",39894,"txn","","genus","Euthlastus",NA,39894,"genus","Euthlastus",39890,"",10665,"extinct",5
"705","57736",57736,"txn","","species","Euthlastus cordiformis",NA,57736,"species","Euthlastus cordiformis",39894,"",10665,"extinct",2
"706","67608",67608,"txn","","genus","Groebertherium",NA,67608,"genus","Groebertherium",39890,"",9952,"extinct",11
"707","140934",492232,"txn","","species","Groebertherium allenensis",NA,140934,"species","Groebertherium allenensis",67608,"",29136,"extinct",3
"708","67610",67610,"txn","","species","Groebertherium novasi",NA,67610,"species","Groebertherium novasi",67608,"",9952,"extinct",1
"709","67609",67609,"txn","","species","Groebertherium stipanicici",NA,67609,"species","Groebertherium stipanicici",67608,"",9952,"extinct",1
"710","212355",212355,"txn","","genus","Guimarotodus",NA,212355,"genus","Guimarotodus",39890,"",42344,"extinct",2
"711","212356",212356,"txn","","species","Guimarotodus inflatus",NA,212356,"species","Guimarotodus inflatus",212355,"",42344,"extinct",1
"712","204736",204736,"txn","","genus","Henkelotherium",NA,204736,"genus","Henkelotherium",39890,"",38410,"extinct",2
"713","212375",212375,"txn","","species","Henkelotherium guimarotae",NA,212375,"species","Henkelotherium guimarotae",204736,"",14365,"extinct",1
"714","57715",57715,"txn","","genus","Herpetairus",NA,57715,"genus","Herpetairus",39890,"",10665,"extinct",4
"715","57713",57714,"txn","","species","Herpetairus arcuatus",NA,57713,"species","Herpetairus arcuatus",57715,"",83599,"extinct",2
"716","39895",39895,"txn","","genus","Herpetarius",NA,39895,"genus","Herpetarius",39890,"",10665,"extinct",1
"717","39896",39896,"txn","","genus","Kepolestes",NA,39896,"genus","Kepolestes",39890,"",10665,"extinct",2
"718","57716",57716,"txn","","species","Kepolestes coloradensis",NA,57716,"species","Kepolestes coloradensis",39896,"",10665,"extinct",1
"719","212357",212357,"txn","","genus","Krebsotherium",NA,212357,"genus","Krebsotherium",39890,"",42344,"extinct",2
"720","212358",212358,"txn","","species","Krebsotherium lusitanicum",NA,212358,"species","Krebsotherium lusitanicum",212357,"",42344,"extinct",1
"721","249189",249189,"txn","","genus","Lakotalestes",NA,249189,"genus","Lakotalestes",39890,"",43353,"extinct",4
"722","249190",249190,"txn","","species","Lakotalestes luoi",NA,249190,"species","Lakotalestes luoi",249189,"",43353,"extinct",2
"723","39898",39898,"txn","","genus","Laolestes",NA,39898,"genus","Laolestes",39890,"",7584,"extinct",20
"724","212359",212359,"txn","","species","Laolestes andresi",NA,212359,"species","Laolestes andresi",39898,"",42344,"extinct",1
"725","57719",57719,"txn","","species","Laolestes eminens",NA,57719,"species","Laolestes eminens",39898,"",10665,"extinct",4
"726","57746",212360,"txn","","species","Laolestes goodrichi",NA,57746,"species","Laolestes goodrichi",39898,"",38807,"extinct",2
"727","206745",212361,"txn","","species","Laolestes hodsoni",NA,206745,"species","Laolestes hodsoni",39898,"",39150,"extinct",2
"728","39899",39899,"txn","","genus","Malthacolestes",NA,39899,"genus","Malthacolestes",39890,"",10665,"extinct",2
"729","57735",57735,"txn","","species","Malthacolestes osborni",NA,57735,"species","Malthacolestes osborni",39899,"",10665,"extinct",1
"730","57711",57711,"txn","","genus","Melanodon",NA,57711,"genus","Melanodon",39890,"",10665,"extinct",2
"731","57712",57712,"txn","","species","Melanodon oweni",NA,57712,"species","Melanodon oweni",57711,"",10665,"extinct",1
"732","57737",57737,"txn","","genus","Miccylotyrans",NA,57737,"genus","Miccylotyrans",39890,"",10665,"extinct",2
"733","57738",57738,"txn","","species","Miccylotyrans minimus",NA,57738,"species","Miccylotyrans minimus",57737,"",10665,"extinct",1
"734","454798",454798,"txn","","genus","Minutolestes",NA,454798,"genus","Minutolestes",39890,"",81404,"extinct",2
"735","454799",454799,"txn","","species","Minutolestes submersus",NA,454799,"species","Minutolestes submersus",454798,"",81404,"extinct",1
"736","39900",39900,"txn","","genus","Pelicopsis",NA,39900,"genus","Pelicopsis",39890,"",10665,"extinct",2
"737","57739",57739,"txn","","species","Pelicopsis dubius",NA,57739,"species","Pelicopsis dubius",39900,"",10665,"extinct",1
"738","39901",39901,"txn","","genus","Peraspalax",NA,39901,"genus","Peraspalax",39890,"",29873,"extinct",3
"739","206742",206742,"txn","","species","Peraspalax talpoides",NA,206742,"species","Peraspalax talpoides",39901,"",29873,"extinct",1
"740","39902",39902,"txn","","genus","Phascolestes",NA,39902,"genus","Phascolestes",39890,"",29873,"extinct",5
"741","207506",206743,"txn","","species","Phascolestes mustelula",NA,207506,"species","Phascolestes mustelula",39902,"",29873,"extinct",2
"742","212364",212364,"txn","","genus","Portopinheirodon",NA,212364,"genus","Portopinheirodon",39890,"",42344,"extinct",2
"743","212365",212365,"txn","","species","Portopinheirodon asymmetricus",NA,212365,"species","Portopinheirodon asymmetricus",212364,"",42344,"extinct",1
"744","39885",39885,"txn","","family","Paurodontidae",NA,39885,"family","Paurodontidae",57709,"",15497,"extinct",21
"745","39886",39886,"txn","","genus","Araeodon",NA,39886,"genus","Araeodon",39885,"",17151,"extinct",2
"746","77306",77306,"txn","","species","Araeodon intermissus",NA,77306,"species","Araeodon intermissus",39886,"",17151,"extinct",1
"747","39887",39887,"txn","","genus","Archaeotrigon",NA,39887,"genus","Archaeotrigon",39885,"",7584,"extinct",3
"748","57728",57728,"txn","","species","Archaeotrigon brevimaxillus",NA,57728,"species","Archaeotrigon brevimaxillus",39887,"",10665,"extinct",1
"749","212366",212366,"txn","","genus","Dorsetodon",NA,212366,"genus","Dorsetodon",39885,"",39154,"extinct",2
"750","212367",212367,"txn","","species","Dorsetodon haysomi",NA,212367,"species","Dorsetodon haysomi",212366,"",39154,"extinct",1
"751","204737",204737,"txn","","genus","Drescheratherium",NA,204737,"genus","Drescheratherium",39885,"",42343,"extinct",2
"752","212374",212374,"txn","","species","Drescheratherium acutum",NA,212374,"species","Drescheratherium acutum",204737,"",42343,"extinct",1
"753","57645",57645,"txn","","genus","Foxraptor",NA,57645,"genus","Foxraptor",39885,"",10652,"extinct",2
"754","57646",57646,"txn","","species","Foxraptor atrox",NA,57646,"species","Foxraptor atrox",57645,"",10652,"extinct",1
"755","39888",39888,"txn","","genus","Paurodon",NA,39888,"genus","Paurodon",39885,"",15497,"extinct",2
"756","57727",57727,"txn","","species","Paurodon valens",NA,57727,"species","Paurodon valens",39888,"",15497,"extinct",1
"757","39889",39889,"txn","","genus","Tathiodon",NA,39889,"genus","Tathiodon",39885,"",7584,"extinct",2
"758","57729",206739,"txn","","species","Tathiodon agilis",NA,57729,"species","Tathiodon agilis",39889,"",10665,"extinct",1
"759","NF25",NA,"txn","","family","",NA,NA,"","",NA,"57709",NA,"",4
"760","140933",140933,"txn","","genus","Barberenia",NA,140933,"genus","Barberenia",57709,"NF25",38756,"extinct",2
"761","207627",207627,"txn","","species","Barberenia araujoae",NA,207627,"species","Barberenia araujoae",140933,"",38756,"extinct",1
"762","140935",140935,"txn","","genus","Brandonia",NA,140935,"genus","Brandonia",57709,"NF25",38756,"extinct",2
